station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
UTA,2011-04-26 20:55,-90.3467,34.6811,59.00,78.80,66.20,65.33,180.00,10.00,null,29.61,null,10.00,15.00,SCT,SCT,   ,   ,3600.00,4700.00,null,null,null,null,null,null,null,null,null,80.82,KUTA 262055Z AUTO 18010G15KT 10SM SCT036 SCT047 26/19 A2961 RMK AO2 LTG DSNT W,null
NMM,2011-04-26 20:56,-88.5556,32.5521,97.00,83.00,63.00,50.97,200.00,7.00,null,29.73,1007.30,10.00,null,SCT,   ,   ,   ,4500.00,null,null,null,null,null,null,null,null,null,null,84.00,KNMM 262056Z 20007KT 170V240 10SM SCT045 28/17 A2973 RMK AO2 SLP073 T02830172 58017,null
MEI,2011-04-26 20:58,-88.7511,32.3347,94.00,82.00,63.00,52.47,180.00,15.00,null,29.73,1006.30,10.00,25.00,FEW,   ,   ,   ,4600.00,null,null,null,null,null,null,null,27.00,170.00,2011-04-26 20:47,83.19,KMEI 262058Z 18015G25KT 10SM FEW046 28/17 A2973 RMK AO2 PK WND 17027/2047 SLP063 T02780172 58017,null
1R7,2011-04-26 21:15,-90.4093,31.6058,149.00,82.40,68.00,61.81,150.00,13.00,null,29.68,null,7.00,21.00,SCT,   ,   ,   ,4100.00,null,null,null,null,null,null,null,null,null,null,85.38,K1R7 262115Z AUTO 15013G21KT 7SM SCT041 28/20 A2968 RMK AO2,null
CKM,2011-04-26 21:15,-90.5123,34.2997,52.70,80.60,68.00,65.54,170.00,11.00,null,29.57,null,10.00,19.00,FEW,BKN,BKN,   ,4000.00,4900.00,6500.00,null,null,null,null,null,null,null,null,83.29,KCKM 262115Z AUTO 17011G19KT 10SM FEW040 BKN049 BKN065 27/20 A2957 RMK AO1,null
UTA,2011-04-26 21:15,-90.3467,34.6811,59.00,80.60,66.20,61.58,180.00,12.00,null,29.59,null,10.00,null,SCT,SCT,SCT,   ,4100.00,4700.00,5500.00,null,null,null,null,null,null,null,null,82.75,KUTA 262115Z AUTO 18012KT 10SM SCT041 SCT047 SCT055 27/19 A2959 RMK AO2 LTG DSNT W THRU N,null
UOX,2011-04-26 21:15,-89.5368,34.3843,137.80,78.80,62.60,57.60,210.00,6.00,null,29.65,null,10.00,null,BKN,   ,   ,   ,5000.00,null,null,null,null,null,null,null,null,null,null,80.31,KUOX 262115Z AUTO 21006KT 10SM BKN050 26/17 A2965 RMK AO2,null
DLP,2011-04-26 21:15,-89.5472,29.1214,0.00,82.40,73.40,74.28,150.00,21.00,null,29.73,null,8.00,null,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,88.26,KDLP 262115Z AUTO 15021KT 8SM CLR 28/23 A2973 RMK A01,null
MIS,2011-04-26 21:15,-88.8420,29.2960,32.00,84.20,73.40,70.08,220.00,12.00,null,29.77,null,2.00,19.00,   ,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,90.94,KMIS 262115Z AUTO 22012G19KT 2SM HZ 29/23 A2977 RMK A01,null
HEZ,2011-04-26 21:15,-91.2973,31.6137,83.00,84.20,66.20,54.80,180.00,15.00,null,29.61,null,10.00,25.00,FEW,   ,   ,   ,4700.00,null,null,null,null,null,null,null,null,null,null,86.50,KHEZ 262115Z AUTO 18015G25KT 10SM FEW047 29/19 A2961 RMK AO1,null
PIB,2011-04-26 21:15,-89.3371,31.4671,91.00,82.40,66.20,58.08,180.00,16.00,null,29.73,null,10.00,21.00,FEW,FEW,SCT,   ,3500.00,4500.00,6000.00,null,null,null,null,null,null,null,null,84.63,KPIB 262115Z AUTO 18016G21KT 10SM FEW035 FEW045 SCT060 28/19 A2973 RMK AO1,null
M16,2011-04-26 21:15,-90.4105,32.3045,75.30,82.40,66.20,58.08,160.00,17.00,null,29.64,null,10.00,23.00,SCT,   ,   ,   ,4500.00,null,null,null,null,null,null,null,null,null,null,84.63,KM16 262115Z AUTO 16017G23KT 10SM SCT045 28/19 A2964 RMK AO2,null
CRX,2011-04-26 21:15,-88.6035,34.9150,129.00,80.60,62.60,54.30,180.00,12.00,null,29.67,null,10.00,18.00,BKN,OVC,   ,   ,4800.00,6000.00,null,null,null,null,null,null,null,null,null,81.84,KCRX 262115Z AUTO 18012G18KT 10SM BKN048 OVC060 27/17 A2967 RMK AO2,null
MYT,2011-04-26 21:15,-89.6150,28.2206,0.00,78.80,73.40,83.55,170.00,14.00,null,29.73,null,1.50,null,CLR,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,82.03,KMYT 262115Z AUTO 17014KT 1 1/2SM HZ CLR 26/23 A2973 RMK A01,null
CRX,2011-04-26 21:35,-88.6035,34.9150,129.00,80.60,64.40,57.84,170.00,11.00,null,29.67,null,10.00,15.00,BKN,   ,   ,   ,5000.00,null,null,null,null,null,null,null,null,null,null,82.27,KCRX 262135Z AUTO 17011G15KT 10SM BKN050 27/18 A2967 RMK AO2,null
1R7,2011-04-26 21:35,-90.4093,31.6058,149.00,82.40,69.80,65.74,160.00,12.00,null,29.68,null,8.00,20.00,SCT,   ,   ,   ,4100.00,null,null,null,null,null,null,null,null,null,null,86.22,K1R7 262135Z AUTO 16012G20KT 8SM SCT041 28/21 A2968 RMK AO2,null
UOX,2011-04-26 21:35,-89.5368,34.3843,137.80,78.80,64.40,61.36,null,null,null,29.62,null,10.00,null,FEW,BKN,BKN,   ,4400.00,5000.00,6000.00,null,null,null,null,null,null,null,null,78.80,KUOX 262135Z AUTO 00000KT 10SM FEW044 BKN050 BKN060 26/18 A2962 RMK AO2,null
CKM,2011-04-26 21:35,-90.5123,34.2997,52.70,80.60,68.00,65.54,150.00,8.00,null,29.55,null,10.00,null,FEW,BKN,   ,   ,4900.00,6500.00,null,null,null,null,null,null,null,null,null,83.29,KCKM 262135Z AUTO 15008KT 10SM FEW049 BKN065 27/20 A2955 RMK AO1,null
PIB,2011-04-26 21:35,-89.3371,31.4671,91.00,80.60,64.40,57.84,190.00,13.00,null,29.73,null,10.00,20.00,SCT,SCT,   ,   ,4600.00,5000.00,null,null,null,null,null,null,null,null,null,82.27,KPIB 262135Z AUTO 19013G20KT 10SM SCT046 SCT050 27/18 A2973 RMK AO1,null
UTA,2011-04-26 21:35,-90.3467,34.6811,59.00,78.80,68.00,69.52,170.00,11.00,null,29.56,null,10.00,15.00,SCT,SCT,SCT,   ,4400.00,5000.00,12000.00,null,null,null,null,null,null,null,null,81.10,KUTA 262135Z AUTO 17011G15KT 10SM SCT044 SCT050 SCT120 26/20 A2956 RMK AO2 LTG DSNT NW,null
MYT,2011-04-26 21:35,-89.6150,28.2206,0.00,78.80,73.40,83.55,180.00,14.00,null,29.72,null,1.50,null,CLR,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,82.03,KMYT 262135Z AUTO 18014KT 1 1/2SM HZ CLR 26/23 A2972 RMK A01,null
MIS,2011-04-26 21:35,-88.8420,29.2960,32.00,86.00,73.40,66.15,220.00,13.00,null,29.77,null,2.00,20.00,CLR,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,93.45,KMIS 262135Z AUTO 22013G20KT 2SM HZ CLR 30/23 A2977 RMK A01,null
M16,2011-04-26 21:35,-90.4105,32.3045,75.30,82.40,66.20,58.08,170.00,15.00,null,29.63,null,10.00,23.00,FEW,   ,   ,   ,4500.00,null,null,null,null,null,null,null,null,null,null,84.63,KM16 262135Z AUTO 17015G23KT 10SM FEW045 28/19 A2963 RMK AO2,null
HEZ,2011-04-26 21:35,-91.2973,31.6137,83.00,84.20,66.20,54.80,180.00,19.00,null,29.61,null,10.00,27.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,86.50,KHEZ 262135Z AUTO 18019G27KT 10SM CLR 29/19 A2961 RMK AO1,null
DLP,2011-04-26 21:35,-89.5472,29.1214,0.00,82.40,73.40,74.28,150.00,19.00,null,29.73,null,8.00,24.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,88.26,KDLP 262135Z AUTO 15019G24KT 8SM CLR 28/23 A2973 RMK A01,null
GTR,2011-04-26 21:45,-88.5914,33.4503,80.00,80.60,66.20,61.58,170.00,15.00,null,29.69,null,10.00,null,SCT,   ,   ,   ,5000.00,null,null,null,null,null,null,null,null,null,null,82.75,KGTR 262145Z 17015KT 10SM SCT050 27/19 A2969,null
OLV,2011-04-26 21:45,-89.7869,34.9787,122.50,77.00,68.00,73.78,190.00,11.00,null,29.60,null,9.00,15.00,FEW,SCT,BKN,   ,3900.00,4800.00,6000.00,null,null,null,null,null,null,null,null,77.00,KOLV 262145Z 19011G15KT 9SM FEW039 SCT048 BKN060 25/20 A2960,null
HSA,2011-04-26 21:50,-89.4546,30.3678,7.00,80.60,78.80,94.27,160.00,15.00,null,29.73,null,10.00,20.00,SCT,BKN,   ,   ,2100.00,3000.00,null,null,null,null,null,null,null,null,null,89.33,KHSA 262150Z 16015G20KT 10SM SCT021 BKN030 27/26 A2973,null
HBG,2011-04-26 21:53,-89.2529,31.2649,46.00,83.00,66.00,56.72,170.00,17.00,null,29.72,1006.10,10.00,25.00,FEW,SCT,SCT,   ,3700.00,5000.00,6500.00,null,null,null,null,null,null,null,null,85.12,KHBG 262153Z AUTO 17017G25KT 10SM FEW037 SCT050 SCT065 28/19 A2972 RMK AO2 SLP061 T02830189 TSNO,null
GWO,2011-04-26 21:53,-90.0847,33.4943,47.00,84.00,65.00,52.75,160.00,21.00,null,29.57,1001.10,10.00,27.00,FEW,   ,   ,   ,4900.00,null,null,null,null,null,null,null,27.00,170.00,2011-04-26 21:51,85.76,KGWO 262153Z AUTO 16021G27KT 10SM FEW049 29/18 A2957 RMK AO2 PK WND 17027/2151 SLP011 T02890183,null
GPT,2011-04-26 21:53,-89.0701,30.4073,9.00,81.00,72.00,74.15,160.00,14.00,null,29.75,1007.30,10.00,21.00,SCT,BKN,   ,   ,2000.00,2700.00,null,null,null,null,null,null,null,null,null,85.27,KGPT 262153Z 16014G21KT 10SM SCT020 BKN027 27/22 A2975 RMK AO2 SLP073 T02720222,null
PQL,2011-04-26 21:53,-88.5319,30.4636,5.00,79.00,71.00,76.74,160.00,11.00,null,29.77,1008.30,10.00,19.00,FEW,SCT,BKN,   ,1900.00,2400.00,2800.00,null,null,null,null,null,null,null,null,81.90,KPQL 262153Z 16011G19KT 10SM FEW019 SCT024 BKN028 26/22 A2977 RMK AO2 SLP083 T02610217,null
HKS,2011-04-26 21:53,-90.2225,32.3348,104.00,83.00,65.00,54.63,150.00,16.00,null,29.63,1002.40,10.00,26.00,FEW,   ,   ,   ,4500.00,null,null,null,null,null,null,null,28.00,160.00,2011-04-26 21:28,84.70,KHKS 262153Z AUTO 15016G26KT 10SM FEW045 28/18 A2963 RMK AO2 PK WND 16028/2128 SLP024 T02830183 TSNO,null
MCB,2011-04-26 21:53,-90.4700,31.1800,126.00,82.00,69.00,64.90,160.00,21.00,null,29.67,1003.90,10.00,27.00,FEW,SCT,SCT,   ,3300.00,4800.00,6000.00,null,null,null,null,null,28.00,160.00,2011-04-26 21:18,85.43,KMCB 262153Z AUTO 16021G27KT 10SM FEW033 SCT048 SCT060 28/21 A2967 RMK AO2 PK WND 16028/2118 SLP039 T02780206,null
GLH,2011-04-26 21:53,-90.9856,33.4829,40.00,79.00,65.00,62.16,180.00,17.00,null,29.52,1000.20,10.00,27.00,SCT,SCT,   ,   ,6000.00,8500.00,null,null,null,null,null,null,27.00,180.00,2011-04-26 21:49,80.82,KGLH 262153Z AUTO 18017G27KT 10SM SCT060 SCT085 26/18 A2952 RMK AO2 PK WND 18027/2149 SLP002 T02610183,null
TUP,2011-04-26 21:53,-88.7711,34.2608,110.00,81.00,64.00,56.45,190.00,13.00,null,29.64,1003.40,10.00,null,FEW,BKN,   ,   ,5000.00,7000.00,null,null,null,null,null,null,null,null,null,82.52,KTUP 262153Z 19013KT 10SM FEW050 BKN070 27/18 A2964 RMK AO2 PRESFR SLP034 T02720178,null
JAN,2011-04-26 21:54,-90.0800,32.3200,101.00,82.00,65.00,56.24,160.00,13.00,null,29.64,1003.10,10.00,20.00,SCT,   ,   ,   ,4600.00,null,null,null,null,null,null,null,27.00,150.00,2011-04-26 20:59,83.82,KJAN 262154Z 16013G20KT 140V200 10SM SCT046 28/18 A2964 RMK AO2 PK WND 15027/2059 SLP031 T02780183,null
1R7,2011-04-26 21:55,-90.4093,31.6058,149.00,82.40,69.80,65.74,160.00,15.00,null,29.67,null,8.00,21.00,SCT,SCT,BKN,   ,4100.00,4800.00,5000.00,null,null,null,null,null,null,null,null,86.22,K1R7 262155Z AUTO 16015G21KT 8SM SCT041 SCT048 BKN050 28/21 A2967 RMK AO2,null
CBM,2011-04-26 21:55,-88.4438,33.6438,67.00,81.86,65.12,56.93,180.00,14.00,null,29.68,1005.10,10.00,18.00,FEW,   ,   ,   ,6000.00,null,null,null,null,null,null,null,null,null,null,83.70,KCBM 262155Z COR 18014G18KT 10SM FEW060 28/18 A2968 RMK AO2A CLDS LWR RWY31C SLP051 T02770184 COR 2258 $,null
MIS,2011-04-26 21:55,-88.8420,29.2960,32.00,86.00,73.40,66.15,220.00,15.00,null,29.76,null,2.00,null,CLR,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,93.45,KMIS 262155Z AUTO 22015KT 2SM HZ CLR 30/23 A2976 RMK A01,null
HEZ,2011-04-26 21:55,-91.2973,31.6137,83.00,84.20,66.20,54.80,180.00,15.00,null,29.60,null,10.00,27.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,86.50,KHEZ 262155Z AUTO 18015G27KT 10SM CLR 29/19 A2960 RMK AO1,null
CKM,2011-04-26 21:55,-90.5123,34.2997,52.70,80.60,68.00,65.54,140.00,8.00,null,29.54,null,10.00,null,SCT,   ,   ,   ,6500.00,null,null,null,null,null,null,null,null,null,null,83.29,KCKM 262155Z AUTO 14008KT 10SM SCT065 27/20 A2954 RMK AO1,null
BIX,2011-04-26 21:55,-88.9244,30.4104,10.00,81.68,73.76,76.96,170.00,11.00,null,29.76,1007.90,10.00,19.00,BKN,   ,   ,   ,1800.00,null,null,null,null,null,null,null,null,null,null,87.32,KBIX 262155Z 17011G19KT 10SM BKN018 28/23 A2976 RMK AO2A BKN V SCT SLP079 T02760232,null
CRX,2011-04-26 21:55,-88.6035,34.9150,129.00,80.60,64.40,57.84,170.00,12.00,null,29.66,null,10.00,20.00,FEW,FEW,   ,   ,4800.00,6000.00,null,null,null,null,null,null,null,null,null,82.27,KCRX 262155Z AUTO 17012G20KT 10SM FEW048 FEW060 27/18 A2966 RMK AO2,null
UTA,2011-04-26 21:55,-90.3467,34.6811,59.00,78.80,68.00,69.52,160.00,10.00,null,29.54,null,10.00,null,SCT,SCT,   ,   ,4100.00,5000.00,null,null,null,null,null,null,null,null,null,81.10,KUTA 262155Z AUTO 16010KT 10SM SCT041 SCT050 26/20 A2954 RMK AO2 LTG DSNT W,null
DLP,2011-04-26 21:55,-89.5472,29.1214,0.00,82.40,75.20,78.90,150.00,18.00,null,29.72,null,7.00,25.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,89.48,KDLP 262155Z AUTO 15018G25KT 7SM CLR 28/24 A2972 RMK A01,null
PIB,2011-04-26 21:55,-89.3371,31.4671,91.00,80.60,64.40,57.84,180.00,13.00,null,29.72,null,10.00,23.00,FEW,BKN,   ,   ,4700.00,6000.00,null,null,null,null,null,null,null,null,null,82.27,KPIB 262155Z AUTO 18013G23KT 10SM FEW047 BKN060 27/18 A2972 RMK AO1,null
MYT,2011-04-26 21:55,-89.6150,28.2206,0.00,78.80,73.40,83.55,180.00,15.00,null,29.72,null,1.50,null,CLR,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,82.03,KMYT 262155Z AUTO 18015KT 1 1/2SM HZ CLR 26/23 A2972 RMK A01,null
M16,2011-04-26 21:55,-90.4105,32.3045,75.30,82.40,66.20,58.08,160.00,14.00,null,29.61,null,10.00,27.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,84.63,KM16 262155Z AUTO 16014G27KT 020V020 10SM CLR 28/19 A2961 RMK AO2,null
UOX,2011-04-26 21:55,-89.5368,34.3843,137.80,78.80,64.40,61.36,null,null,null,29.61,null,10.00,null,FEW,BKN,   ,   ,4400.00,5000.00,null,null,VCTS,null,null,null,null,null,null,78.80,KUOX 262155Z AUTO 00000KT 10SM VCTS FEW044 BKN050 26/18 A2961 RMK AO2 LTG DSNT W,null
NMM,2011-04-26 21:56,-88.5556,32.5521,97.00,82.00,63.00,52.47,180.00,9.00,null,29.72,1006.90,10.00,17.00,SCT,   ,   ,   ,4500.00,null,null,null,null,null,null,null,null,null,null,83.19,KNMM 262156Z 18009G17KT 10SM SCT045 28/17 A2972 RMK AO2 SLP069 T02780172,null
MEI,2011-04-26 21:58,-88.7511,32.3347,94.00,80.00,65.00,59.99,170.00,16.00,null,29.71,1005.70,10.00,21.00,FEW,SCT,   ,   ,4700.00,5500.00,null,null,null,null,null,null,null,null,null,81.88,KMEI 262158Z 17016G21KT 10SM FEW047 SCT055 27/18 A2971 RMK AO2 SLP057 T02670183,null
PQL,2011-04-26 22:02,-88.5319,30.4636,5.00,78.80,71.60,78.62,160.00,12.00,null,29.77,null,10.00,18.00,SCT,SCT,BKN,   ,1900.00,2400.00,3100.00,null,null,null,null,null,null,null,null,81.70,KPQL 262202Z 16012G18KT 10SM SCT019 SCT024 BKN031 26/22 A2977 RMK AO2,null
MYT,2011-04-26 22:15,-89.6150,28.2206,0.00,78.80,73.40,83.55,180.00,14.00,null,29.71,null,1.50,null,CLR,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,82.03,KMYT 262215Z AUTO 18014KT 1 1/2SM HZ CLR 26/23 A2971 RMK A01,null
CKM,2011-04-26 22:15,-90.5123,34.2997,52.70,78.80,66.20,65.33,140.00,10.00,null,29.52,null,10.00,null,FEW,   ,   ,   ,8000.00,null,null,null,null,null,null,null,null,null,null,80.82,KCKM 262215Z AUTO 14010KT 10SM FEW080 26/19 A2952 RMK AO1,null
CRX,2011-04-26 22:15,-88.6035,34.9150,129.00,80.60,64.40,57.84,170.00,11.00,null,29.64,null,10.00,null,FEW,   ,   ,   ,6000.00,null,null,null,null,null,null,null,null,null,null,82.27,KCRX 262215Z AUTO 17011KT 10SM FEW060 27/18 A2964 RMK AO2,null
MIS,2011-04-26 22:15,-88.8420,29.2960,32.00,84.20,75.20,74.44,220.00,16.00,null,29.75,null,2.00,null,CLR,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,92.45,KMIS 262215Z AUTO 22016KT 2SM HZ CLR 29/24 A2975 RMK A01,null
M16,2011-04-26 22:15,-90.4105,32.3045,75.30,82.40,68.00,61.81,150.00,11.00,null,29.60,null,10.00,19.00,FEW,FEW,   ,   ,4200.00,5000.00,null,null,null,null,null,null,null,null,null,85.38,KM16 262215Z AUTO 15011G19KT 10SM FEW042 FEW050 28/20 A2960 RMK AO2,null
UTA,2011-04-26 22:15,-90.3467,34.6811,59.00,77.00,66.20,69.33,150.00,11.00,null,29.53,null,10.00,null,SCT,   ,   ,   ,6500.00,null,null,null,null,null,null,null,null,null,null,77.00,KUTA 262215Z AUTO 15011KT 10SM SCT065 25/19 A2953 RMK AO2 LTG DSNT W AND NW,null
PIB,2011-04-26 22:15,-89.3371,31.4671,91.00,82.40,66.20,58.08,180.00,12.00,null,29.71,null,10.00,21.00,SCT,BKN,   ,   ,3600.00,6000.00,null,null,null,null,null,null,null,null,null,84.63,KPIB 262215Z AUTO 18012G21KT 10SM SCT036 BKN060 28/19 A2971 RMK AO1,null
DLP,2011-04-26 22:15,-89.5472,29.1214,0.00,82.40,73.40,74.28,160.00,21.00,null,29.72,null,8.00,27.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,88.26,KDLP 262215Z AUTO 16021G27KT 8SM CLR 28/23 A2972 RMK A01,null
UOX,2011-04-26 22:15,-89.5368,34.3843,137.80,77.00,62.60,61.13,170.00,4.00,null,29.61,null,10.00,null,SCT,BKN,   ,   ,5000.00,6500.00,null,null,null,null,null,null,null,null,null,77.00,KUOX 262215Z AUTO 17004KT 10SM SCT050 BKN065 25/17 A2961 RMK AO2,null
1R7,2011-04-26 22:15,-90.4093,31.6058,149.00,82.40,69.80,65.74,150.00,16.00,null,29.66,null,7.00,20.00,FEW,   ,   ,   ,5000.00,null,null,null,null,null,null,null,null,null,null,86.22,K1R7 262215Z AUTO 15016G20KT 7SM FEW050 28/21 A2966 RMK AO2,null
HEZ,2011-04-26 22:15,-91.2973,31.6137,83.00,84.20,68.00,58.32,190.00,11.00,null,29.59,null,10.00,15.00,FEW,   ,   ,   ,5000.00,null,null,null,null,null,null,null,null,null,null,87.40,KHEZ 262215Z AUTO 19011G15KT 10SM FEW050 29/20 A2959 RMK AO1,null
PQL,2011-04-26 22:17,-88.5319,30.4636,5.00,78.80,71.60,78.62,160.00,11.00,null,29.77,null,10.00,15.00,BKN,BKN,BKN,   ,1700.00,2300.00,3300.00,null,null,null,null,null,null,null,null,81.70,KPQL 262217Z 16011G15KT 10SM BKN017 BKN023 BKN033 26/22 A2977 RMK AO2,null
CRX,2011-04-26 22:35,-88.6035,34.9150,129.00,77.00,64.40,65.12,190.00,9.00,null,29.64,null,10.00,17.00,FEW,   ,   ,   ,6000.00,null,null,null,null,null,null,null,null,null,null,77.00,KCRX 262235Z AUTO 19009G17KT 10SM FEW060 25/18 A2964 RMK AO2,null
MIS,2011-04-26 22:35,-88.8420,29.2960,32.00,84.20,75.20,74.44,220.00,14.00,null,29.75,null,2.00,20.00,CLR,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,92.45,KMIS 262235Z AUTO 22014G20KT 2SM HZ CLR 29/24 A2975 RMK A01,null
MYT,2011-04-26 22:35,-89.6150,28.2206,0.00,78.80,73.40,83.55,170.00,13.00,null,29.71,null,1.50,19.00,CLR,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,82.03,KMYT 262235Z AUTO 17013G19KT 1 1/2SM HZ CLR 26/23 A2971 RMK A01,null
1R7,2011-04-26 22:35,-90.4093,31.6058,149.00,82.40,68.00,61.81,150.00,14.00,null,29.64,null,7.00,27.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,85.38,K1R7 262235Z AUTO 15014G27KT 7SM CLR 28/20 A2964 RMK AO2,null
M16,2011-04-26 22:35,-90.4105,32.3045,75.30,82.40,66.20,58.08,170.00,16.00,null,29.60,null,10.00,23.00,FEW,   ,   ,   ,5000.00,null,null,null,null,null,null,null,null,null,null,84.63,KM16 262235Z AUTO 17016G23KT 10SM FEW050 28/19 A2960 RMK AO2,null
DLP,2011-04-26 22:35,-89.5472,29.1214,0.00,80.60,73.40,78.76,160.00,21.00,null,29.71,null,8.00,27.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,85.32,KDLP 262235Z AUTO 16021G27KT 8SM CLR 27/23 A2971 RMK A01,null
UOX,2011-04-26 22:35,-89.5368,34.3843,137.80,77.00,62.60,61.13,null,null,null,29.60,null,10.00,null,BKN,BKN,   ,   ,5000.00,6500.00,null,null,null,null,null,null,null,null,null,77.00,KUOX 262235Z AUTO 00000KT 10SM BKN050 BKN065 25/17 A2960 RMK AO2 LTG DSNT SW-NW,null
HEZ,2011-04-26 22:35,-91.2973,31.6137,83.00,84.20,66.20,54.80,170.00,18.00,null,29.58,null,10.00,26.00,FEW,   ,   ,   ,5000.00,null,null,null,null,null,null,null,null,null,null,86.50,KHEZ 262235Z AUTO 17018G26KT 10SM FEW050 29/19 A2958 RMK AO1,null
PIB,2011-04-26 22:35,-89.3371,31.4671,91.00,82.40,66.20,58.08,170.00,14.00,null,29.70,null,10.00,18.00,BKN,   ,   ,   ,3600.00,null,null,null,null,null,null,null,null,null,null,84.63,KPIB 262235Z AUTO 17014G18KT 10SM BKN036 28/19 A2970 RMK AO1,null
OLV,2011-04-26 22:50,-89.7869,34.9787,122.50,71.60,71.60,100.00,150.00,5.00,null,29.55,null,7.00,null,FEW,BKN,   ,   ,2000.00,4700.00,null,null,-TSRA,null,null,null,null,null,null,73.16,KOLV 262250Z 15005KT 7SM -TSRA FEW020 BKN047 22/22 A2955 RMK OCNL LTGICCCCG TS N MOVG N,null
HBG,2011-04-26 22:53,-89.2529,31.2649,46.00,82.00,67.00,60.25,160.00,18.00,null,29.69,1005.00,10.00,26.00,SCT,   ,   ,   ,3400.00,null,null,null,null,null,null,null,26.00,170.00,2011-04-26 22:51,84.53,KHBG 262253Z AUTO 16018G26KT 10SM SCT034 28/19 A2969 RMK AO2 PK WND 17026/2251 SLP050 T02780194 TSNO,null
PQL,2011-04-26 22:53,-88.5319,30.4636,5.00,78.00,72.00,81.50,160.00,9.00,null,29.75,1007.70,10.00,16.00,FEW,BKN,OVC,   ,1300.00,1800.00,3400.00,null,null,null,null,null,null,null,null,80.49,KPQL 262253Z 16009G16KT 10SM FEW013 BKN018 OVC034 26/22 A2975 RMK AO2 SLP077 T02560222,null
GLH,2011-04-26 22:53,-90.9856,33.4829,40.00,79.00,65.00,62.16,160.00,18.00,null,29.48,998.70,10.00,28.00,BKN,   ,   ,   ,6000.00,null,null,null,null,null,null,null,29.00,180.00,2011-04-26 22:28,80.82,KGLH 262253Z AUTO 16018G28KT 10SM BKN060 26/18 A2948 RMK AO2 PK WND 18029/2228 SLP987 T02610183,null
TUP,2011-04-26 22:53,-88.7711,34.2608,110.00,79.00,64.00,60.23,200.00,11.00,null,29.63,1003.00,10.00,17.00,BKN,   ,   ,   ,6500.00,null,null,null,null,null,null,null,null,null,null,80.68,KTUP 262253Z 20011G17KT 10SM BKN065 26/18 A2963 RMK AO2 SLP030 T02610178,null
MCB,2011-04-26 22:53,-90.4700,31.1800,126.00,81.00,69.00,67.22,170.00,16.00,null,29.63,1003.00,10.00,26.00,FEW,   ,   ,   ,3200.00,null,null,null,null,null,null,null,26.00,160.00,2011-04-26 22:45,84.10,KMCB 262253Z AUTO 17016G26KT 10SM FEW032 27/21 A2963 RMK AO2 PK WND 16026/2245 SLP030 T02720206,null
HKS,2011-04-26 22:53,-90.2225,32.3348,104.00,82.00,66.00,58.40,170.00,17.00,null,29.61,1001.80,10.00,25.00,FEW,   ,   ,   ,5500.00,null,null,null,null,null,null,null,29.00,160.00,2011-04-26 22:26,84.19,KHKS 262253Z AUTO 17017G25KT 10SM FEW055 28/19 A2961 RMK AO2 PK WND 16029/2226 SLP018 T02780189 TSNO,null
GWO,2011-04-26 22:53,-90.0847,33.4943,47.00,79.00,64.00,60.23,170.00,16.00,null,29.57,1001.00,10.00,24.00,FEW,   ,   ,   ,4800.00,null,null,null,null,null,null,null,28.00,170.00,2011-04-26 22:32,80.68,KGWO 262253Z AUTO 17016G24KT 10SM FEW048 26/18 A2957 RMK AO2 PK WND 17028/2232 SLP010 T02610178,null
GPT,2011-04-26 22:53,-89.0701,30.4073,9.00,80.00,72.00,76.36,150.00,15.00,null,29.73,1006.60,10.00,19.00,SCT,BKN,   ,   ,2200.00,2700.00,null,null,null,null,null,null,null,null,null,83.87,KGPT 262253Z 15015G19KT 10SM SCT022 BKN027 27/22 A2973 RMK AO2 SLP066 T02670222,null
